SOC,entry_level_ed,statefips,metrofips,countyfips
35-1011,High school diploma or equivalent,18,00000,000
35-1012,High school diploma or equivalent,18,00000,000
35-2011,No formal educational credential,18,00000,000
35-2012,No formal educational credential,18,00000,000
35-2013,Postsecondary nondegree award,18,00000,000
35-2014,No formal educational credential,18,00000,000
35-2015,No formal educational credential,18,00000,000
35-2019,No formal educational credential,18,00000,000
35-2021,No formal educational credential,18,00000,000
35-3011,No formal educational credential,18,00000,000
35-3023,No formal educational credential,18,00000,000
35-3031,No formal educational credential,18,00000,000
35-3041,No formal educational credential,18,00000,000
35-9011,No formal educational credential,18,00000,000
35-9021,No formal educational credential,18,00000,000
35-9031,No formal educational credential,18,00000,000
35-9099,No formal educational credential,18,00000,000
37-1011,High school diploma or equivalent,18,00000,000
37-1012,High school diploma or equivalent,18,00000,000
37-2011,No formal educational credential,18,00000,000
37-2012,No formal educational credential,18,00000,000
37-2019,No formal educational credential,18,00000,000
37-2021,High school diploma or equivalent,18,00000,000
37-3011,No formal educational credential,18,00000,000
37-3012,High school diploma or equivalent,18,00000,000
37-3013,High school diploma or equivalent,18,00000,000
37-3019,No formal educational credential,18,00000,000
39-1013,High school diploma or equivalent,18,00000,000
39-1014,High school diploma or equivalent,18,00000,000
39-1022,High school diploma or equivalent,18,00000,000
39-2011,High school diploma or equivalent,18,00000,000
39-2021,High school diploma or equivalent,18,00000,000
39-3011,High school diploma or equivalent,18,00000,000
39-3012,High school diploma or equivalent,18,00000,000
39-3019,High school diploma or equivalent,18,00000,000
39-3021,No formal educational credential,18,00000,000
39-3031,No formal educational credential,18,00000,000
39-3091,No formal educational credential,18,00000,000
39-3092,High school diploma or equivalent,18,00000,000
39-3093,High school diploma or equivalent,18,00000,000
39-3099,High school diploma or equivalent,18,00000,000
39-4011,Associate's degree,18,00000,000
39-4012,High school diploma or equivalent,18,00000,000
39-4021,High school diploma or equivalent,18,00000,000
39-4031,Associate's degree,18,00000,000
39-5011,Postsecondary nondegree award,18,00000,000
39-5012,Postsecondary nondegree award,18,00000,000
39-5091,Postsecondary nondegree award,18,00000,000
39-5092,Postsecondary nondegree award,18,00000,000
39-5093,No formal educational credential,18,00000,000
39-5094,Postsecondary nondegree award,18,00000,000
39-6011,High school diploma or equivalent,18,00000,000
39-6012,High school diploma or equivalent,18,00000,000
39-7018,High school diploma or equivalent,18,00000,000
39-9011,High school diploma or equivalent,18,00000,000
39-9031,High school diploma or equivalent,18,00000,000
39-9032,High school diploma or equivalent,18,00000,000
39-9041,High school diploma or equivalent,18,00000,000
39-9099,High school diploma or equivalent,18,00000,000
41-1011,High school diploma or equivalent,18,00000,000
41-1012,High school diploma or equivalent,18,00000,000
41-2011,No formal educational credential,18,00000,000
41-2012,No formal educational credential,18,00000,000
41-2021,No formal educational credential,18,00000,000
41-2022,No formal educational credential,18,00000,000
41-2031,No formal educational credential,18,00000,000
41-3011,High school diploma or equivalent,18,00000,000
41-3021,High school diploma or equivalent,18,00000,000
41-3031,Bachelor's degree,18,00000,000
41-3041,High school diploma or equivalent,18,00000,000
41-3091,High school diploma or equivalent,18,00000,000
41-4011,Bachelor's degree,18,00000,000
41-4012,High school diploma or equivalent,18,00000,000
41-9011,No formal educational credential,18,00000,000
41-9012,No formal educational credential,18,00000,000
41-9021,High school diploma or equivalent,18,00000,000
41-9022,High school diploma or equivalent,18,00000,000
41-9031,Bachelor's degree,18,00000,000
41-9041,No formal educational credential,18,00000,000
41-9091,No formal educational credential,18,00000,000
41-9099,High school diploma or equivalent,18,00000,000
43-1011,High school diploma or equivalent,18,00000,000
43-2011,High school diploma or equivalent,18,00000,000
43-2021,High school diploma or equivalent,18,00000,000
43-2099,High school diploma or equivalent,18,00000,000
43-3011,High school diploma or equivalent,18,00000,000
43-3021,High school diploma or equivalent,18,00000,000
43-3031,"Some college, no degree",18,00000,000
43-3041,High school diploma or equivalent,18,00000,000
43-3051,High school diploma or equivalent,18,00000,000
43-3061,High school diploma or equivalent,18,00000,000
43-3071,High school diploma or equivalent,18,00000,000
43-3099,High school diploma or equivalent,18,00000,000
43-4011,High school diploma or equivalent,18,00000,000
43-4021,High school diploma or equivalent,18,00000,000
43-4031,High school diploma or equivalent,18,00000,000
43-4041,High school diploma or equivalent,18,00000,000
43-4051,High school diploma or equivalent,18,00000,000
43-4061,High school diploma or equivalent,18,00000,000
43-4071,High school diploma or equivalent,18,00000,000
43-4081,High school diploma or equivalent,18,00000,000
43-4111,High school diploma or equivalent,18,00000,000
43-4121,High school diploma or equivalent,18,00000,000
43-4131,High school diploma or equivalent,18,00000,000
43-4141,High school diploma or equivalent,18,00000,000
43-4151,"Some college, no degree",18,00000,000
43-4161,Associate's degree,18,00000,000
43-4171,High school diploma or equivalent,18,00000,000
43-4181,High school diploma or equivalent,18,00000,000
43-4199,High school diploma or equivalent,18,00000,000
43-5011,High school diploma or equivalent,18,00000,000
43-5021,High school diploma or equivalent,18,00000,000
43-5031,High school diploma or equivalent,18,00000,000
43-5032,High school diploma or equivalent,18,00000,000
43-5041,High school diploma or equivalent,18,00000,000
43-5051,High school diploma or equivalent,18,00000,000
43-5052,High school diploma or equivalent,18,00000,000
43-5053,High school diploma or equivalent,18,00000,000
43-5061,High school diploma or equivalent,18,00000,000
43-5071,High school diploma or equivalent,18,00000,000
43-5111,High school diploma or equivalent,18,00000,000
43-6011,High school diploma or equivalent,18,00000,000
43-6012,High school diploma or equivalent,18,00000,000
43-6013,High school diploma or equivalent,18,00000,000
43-6014,High school diploma or equivalent,18,00000,000
43-9021,High school diploma or equivalent,18,00000,000
43-9022,High school diploma or equivalent,18,00000,000
43-9031,Associate's degree,18,00000,000
43-9041,High school diploma or equivalent,18,00000,000
43-9051,High school diploma or equivalent,18,00000,000
43-9061,High school diploma or equivalent,18,00000,000
43-9071,High school diploma or equivalent,18,00000,000
43-9081,Bachelor's degree,18,00000,000
43-9111,Bachelor's degree,18,00000,000
43-9199,High school diploma or equivalent,18,00000,000
45-1011,High school diploma or equivalent,18,00000,000
45-2011,Bachelor's degree,18,00000,000
45-2021,High school diploma or equivalent,18,00000,000
45-2041,No formal educational credential,18,00000,000
45-2091,No formal educational credential,18,00000,000
45-2092,No formal educational credential,18,00000,000
45-2093,No formal educational credential,18,00000,000
45-2099,No formal educational credential,18,00000,000
45-3031,No formal educational credential,18,00000,000
45-4011,High school diploma or equivalent,18,00000,000
45-4021,High school diploma or equivalent,18,00000,000
45-4022,High school diploma or equivalent,18,00000,000
45-4023,High school diploma or equivalent,18,00000,000
45-4029,High school diploma or equivalent,18,00000,000
47-1011,High school diploma or equivalent,18,00000,000
47-2011,High school diploma or equivalent,18,00000,000
47-2021,High school diploma or equivalent,18,00000,000
47-2022,High school diploma or equivalent,18,00000,000
47-2031,High school diploma or equivalent,18,00000,000
47-2041,No formal educational credential,18,00000,000
47-2042,No formal educational credential,18,00000,000
47-2043,No formal educational credential,18,00000,000
47-2044,No formal educational credential,18,00000,000
47-2051,No formal educational credential,18,00000,000
47-2053,High school diploma or equivalent,18,00000,000
47-2061,No formal educational credential,18,00000,000
47-2071,High school diploma or equivalent,18,00000,000
47-2072,High school diploma or equivalent,18,00000,000
47-2073,High school diploma or equivalent,18,00000,000
47-2081,No formal educational credential,18,00000,000
47-2082,No formal educational credential,18,00000,000
47-2111,High school diploma or equivalent,18,00000,000
47-2121,High school diploma or equivalent,18,00000,000
47-2131,No formal educational credential,18,00000,000
47-2132,High school diploma or equivalent,18,00000,000
47-2141,No formal educational credential,18,00000,000
47-2142,No formal educational credential,18,00000,000
47-2151,No formal educational credential,18,00000,000
47-2152,High school diploma or equivalent,18,00000,000
47-2161,No formal educational credential,18,00000,000
47-2171,High school diploma or equivalent,18,00000,000
47-2181,No formal educational credential,18,00000,000
47-2211,High school diploma or equivalent,18,00000,000
47-2221,High school diploma or equivalent,18,00000,000
47-2231,High school diploma or equivalent,18,00000,000
47-3011,No formal educational credential,18,00000,000
47-3012,No formal educational credential,18,00000,000
47-3013,High school diploma or equivalent,18,00000,000
47-3014,No formal educational credential,18,00000,000
47-3015,High school diploma or equivalent,18,00000,000
47-3016,No formal educational credential,18,00000,000
47-3019,No formal educational credential,18,00000,000
47-4011,High school diploma or equivalent,18,00000,000
47-4021,High school diploma or equivalent,18,00000,000
47-4031,No formal educational credential,18,00000,000
47-4041,High school diploma or equivalent,18,00000,000
47-4051,High school diploma or equivalent,18,00000,000
47-4061,High school diploma or equivalent,18,00000,000
47-4071,High school diploma or equivalent,18,00000,000
47-4098,High school diploma or equivalent,18,00000,000
47-5011,No formal educational credential,18,00000,000
47-5012,No formal educational credential,18,00000,000
47-5013,No formal educational credential,18,00000,000
47-5022,High school diploma or equivalent,18,00000,000
47-5023,High school diploma or equivalent,18,00000,000
47-5032,High school diploma or equivalent,18,00000,000
47-5041,No formal educational credential,18,00000,000
47-5043,High school diploma or equivalent,18,00000,000
47-5044,No formal educational credential,18,00000,000
47-5049,High school diploma or equivalent,18,00000,000
47-5051,No formal educational credential,18,00000,000
47-5071,No formal educational credential,18,00000,000
47-5081,High school diploma or equivalent,18,00000,000
47-5099,High school diploma or equivalent,18,00000,000
49-1011,High school diploma or equivalent,18,00000,000
49-2011,"Some college, no degree",18,00000,000
49-2021,Associate's degree,18,00000,000
49-2022,Postsecondary nondegree award,18,00000,000
49-2091,Associate's degree,18,00000,000
49-2092,High school diploma or equivalent,18,00000,000
49-2093,Postsecondary nondegree award,18,00000,000
49-2094,Postsecondary nondegree award,18,00000,000
49-2095,Postsecondary nondegree award,18,00000,000
49-2096,High school diploma or equivalent,18,00000,000
49-2097,Postsecondary nondegree award,18,00000,000
49-2098,High school diploma or equivalent,18,00000,000
49-3011,Postsecondary nondegree award,18,00000,000
49-3021,High school diploma or equivalent,18,00000,000
49-3022,High school diploma or equivalent,18,00000,000
49-3023,Postsecondary nondegree award,18,00000,000
49-3031,High school diploma or equivalent,18,00000,000
49-3041,High school diploma or equivalent,18,00000,000
49-3042,High school diploma or equivalent,18,00000,000
49-3043,High school diploma or equivalent,18,00000,000
49-3051,High school diploma or equivalent,18,00000,000
49-3052,Postsecondary nondegree award,18,00000,000
49-3053,High school diploma or equivalent,18,00000,000
49-3091,High school diploma or equivalent,18,00000,000
49-3092,High school diploma or equivalent,18,00000,000
49-3093,High school diploma or equivalent,18,00000,000
49-9011,High school diploma or equivalent,18,00000,000
49-9012,High school diploma or equivalent,18,00000,000
49-9021,Postsecondary nondegree award,18,00000,000
49-9031,High school diploma or equivalent,18,00000,000
49-9041,High school diploma or equivalent,18,00000,000
49-9043,High school diploma or equivalent,18,00000,000
49-9044,High school diploma or equivalent,18,00000,000
49-9045,High school diploma or equivalent,18,00000,000
49-9051,High school diploma or equivalent,18,00000,000
49-9052,High school diploma or equivalent,18,00000,000
49-9061,High school diploma or equivalent,18,00000,000
49-9062,Associate's degree,18,00000,000
49-9063,High school diploma or equivalent,18,00000,000
49-9064,High school diploma or equivalent,18,00000,000
49-9069,High school diploma or equivalent,18,00000,000
49-9071,High school diploma or equivalent,18,00000,000
49-9081,Postsecondary nondegree award,18,00000,000
49-9091,High school diploma or equivalent,18,00000,000
49-9092,Postsecondary nondegree award,18,00000,000
49-9094,High school diploma or equivalent,18,00000,000
49-9095,High school diploma or equivalent,18,00000,000
49-9096,High school diploma or equivalent,18,00000,000
49-9097,High school diploma or equivalent,18,00000,000
49-9098,High school diploma or equivalent,18,00000,000
49-9099,High school diploma or equivalent,18,00000,000
51-1011,High school diploma or equivalent,18,00000,000
